Number,Strata,Lag,AirPoll,Beta,StdError,P-Value
1452,Age 0-10 Male,5,EO3H8,-0.002380,0.001488,0.109819399
1453,Age 11-60 All,5,EO3H8,-0.000989,0.000681,0.146262674
1454,Age 11-60 Female,5,EO3H8,-0.001430,0.000845,0.090707384
1455,Age 11-60 Male,5,EO3H8,-0.000246,0.001056,0.815854915
1456,Age 60+All,5,EO3H8,-0.004019,0.001654,0.015170466
1457,Age 60+ Female,5,EO3H8,-0.003085,0.001997,0.122376894
1458,Age 60+ Male,5,EO3H8,-0.005915,0.002869,0.039275105
1459,All,6,EO3H8,-0.001003,0.000594,0.091500785
1460,Female,6,EO3H8,-0.000741,0.000620,0.232075408
1461,Male,6,EO3H8,-0.000592,0.000861,0.491394625
1462,Warm All,6,EO3H8,0.009355,0.001216,1.74E-14
1463,Warm Female,6,EO3H8,0.009534,0.001218,6.14E-15
1464,Warm Male,6,EO3H8,0.009345,0.001399,2.70E-11
1465,Cold All,6,EO3H8,-0.029072,0.002194,2.62E-39
1466,Cold Female,6,EO3H8,-0.029038,0.002200,5.25E-39
1467,Cold Male,6,EO3H8,-0.026983,0.002533,3.67E-26
1468,Age 0-10 All,6,EO3H8,-0.002480,0.001124,0.027428519
1469,Age 0-10 Female,6,EO3H8,-0.002221,0.001576,0.15885747
1470,Age 0-10 Male,6,EO3H8,-0.002699,0.001491,0.070355757
1471,Age 11-60 All,6,EO3H8,-0.000069,0.000681,0.9187602
1472,Age 11-60 Female,6,EO3H8,-0.000533,0.000848,0.529281446
1473,Age 11-60 Male,6,EO3H8,0.000709,0.001049,0.49912188
1474,Age 60+All,6,EO3H8,-0.003501,0.001655,0.034410411
1475,Age 60+ Female,6,EO3H8,-0.004409,0.002008,0.028175994
1476,Age 60+ Male,6,EO3H8,-0.001697,0.002839,0.550085182
1477,All,7,EO3H8,-0.001552,0.000596,0.009174242
1478,Female,7,EO3H8,-0.001487,0.000622,0.016886928
1479,Male,7,EO3H8,-0.000777,0.000862,0.367621887
1480,Warm All,7,EO3H8,0.008422,0.001241,1.29E-11
1481,Warm Female,7,EO3H8,0.008341,0.001248,2.63E-11
1482,Warm Male,7,EO3H8,0.008876,0.001412,3.54E-10
1483,Cold All,7,EO3H8,-0.027894,0.002200,3.40E-36
1484,Cold Female,7,EO3H8,-0.027717,0.002234,9.35E-35
1485,Cold Male,7,EO3H8,-0.025888,0.002512,1.30E-24
1486,Age 0-10 All,7,EO3H8,-0.002250,0.001125,0.045617958
1487,Age 0-10 Female,7,EO3H8,-0.002591,0.001581,0.101268021
1488,Age 0-10 Male,7,EO3H8,-0.001970,0.001492,0.186610248
1489,Age 11-60 All,7,EO3H8,-0.001070,0.000684,0.117676307
1490,Age 11-60 Female,7,EO3H8,-0.001854,0.000851,0.029445335
1491,Age 11-60 Male,7,EO3H8,0.000241,0.001053,0.819020845
1492,Age 60+All,7,EO3H8,-0.002980,0.001650,0.071023805
1493,Age 60+ Female,7,EO3H8,-0.002760,0.001998,0.167200866
1494,Age 60+ Male,7,EO3H8,-0.003428,0.002851,0.229208094
1495,All,8,EO3H8,-0.001215,0.000598,0.04212999
1496,Female,8,EO3H8,-0.001217,0.000624,0.051307413
1497,Male,8,EO3H8,-0.000370,0.000865,0.669020261
1498,Warm All,8,EO3H8,0.008888,0.001235,7.36E-13
1499,Warm Female,8,EO3H8,0.008660,0.001251,5.10E-12
1500,Warm Male,8,EO3H8,0.009543,0.001391,7.89E-12
1501,Cold All,8,EO3H8,-0.027530,0.002176,4.75E-36
1502,Cold Female,8,EO3H8,-0.027163,0.002197,1.61E-34
1503,Cold Male,8,EO3H8,-0.025885,0.002553,6.78E-24
1504,Age 0-10 All,8,EO3H8,-0.001387,0.001125,0.217901713
1505,Age 0-10 Female,8,EO3H8,-0.001626,0.001579,0.303225101
1506,Age 0-10 Male,8,EO3H8,-0.001188,0.001492,0.425856751
1507,Age 11-60 All,8,EO3H8,-0.000902,0.000686,0.1889197
1508,Age 11-60 Female,8,EO3H8,-0.001840,0.000852,0.030914146
1509,Age 11-60 Male,8,EO3H8,0.000675,0.001057,0.523222487
1510,Age 60+All,8,EO3H8,-0.002811,0.001654,0.089360778
1511,Age 60+ Female,8,EO3H8,-0.001863,0.001999,0.351517463
1512,Age 60+ Male,8,EO3H8,-0.004733,0.002866,0.09869721
1513,All,9,EO3H8,-0.001911,0.000597,0.00138045
1514,Female,9,EO3H8,-0.001747,0.000623,0.005100188
1515,Male,9,EO3H8,-0.001798,0.000868,0.038391661
1516,Warm All,9,EO3H8,0.008357,0.001235,1.52E-11
1517,Warm Female,9,EO3H8,0.008171,0.001246,6.12E-11
1518,Warm Male,9,EO3H8,0.008963,0.001389,1.22E-10
1519,Cold All,9,EO3H8,-0.028350,0.002188,1.06E-37
1520,Cold Female,9,EO3H8,-0.027473,0.002205,5.18E-35
1521,Cold Male,9,EO3H8,-0.029692,0.002518,1.33E-31
1522,Age 0-10 All,9,EO3H8,-0.003276,0.001128,0.003707604
1523,Age 0-10 Female,9,EO3H8,-0.003649,0.001584,0.021261097
1524,Age 0-10 Male,9,EO3H8,-0.002966,0.001495,0.047265245
1525,Age 11-60 All,9,EO3H8,-0.001362,0.000685,0.046733605
1526,Age 11-60 Female,9,EO3H8,-0.001758,0.000849,0.038387552
1527,Age 11-60 Male,9,EO3H8,-0.000692,0.001061,0.514179805
1528,Age 60+All,9,EO3H8,-0.002160,0.001650,0.190632897
1529,Age 60+ Female,9,EO3H8,-0.000688,0.001997,0.73054755
1530,Age 60+ Male,9,EO3H8,-0.005138,0.002851,0.071618513
1531,All,10,EO3H8,-0.001981,0.000595,0.000885743
1532,Female,10,EO3H8,-0.001232,0.000621,0.047179823
1533,Male,10,EO3H8,-0.002281,0.000868,0.008637036
1534,Warm All,10,EO3H8,0.008770,0.001232,1.27E-12
1535,Warm Female,10,EO3H8,0.009202,0.001239,1.34E-13
1536,Warm Male,10,EO3H8,0.008648,0.001404,7.95E-10
1537,Cold All,10,EO3H8,-0.029467,0.002225,2.96E-39
1538,Cold Female,10,EO3H8,-0.028181,0.002263,5.45E-35
1539,Cold Male,10,EO3H8,-0.030143,0.002413,3.48E-35
1540,Age 0-10 All,10,EO3H8,-0.004643,0.001130,4.06E-05
1541,Age 0-10 Female,10,EO3H8,-0.001958,0.001574,0.213428652
1542,Age 0-10 Male,10,EO3H8,-0.006912,0.001506,4.54E-06
1543,Age 11-60 All,10,EO3H8,-0.000950,0.000682,0.164020634
1544,Age 11-60 Female,10,EO3H8,-0.001660,0.000847,0.050201389
1545,Age 11-60 Male,10,EO3H8,0.000250,0.001057,0.813247309
1546,Age 60+All,10,EO3H8,-0.002258,0.001647,0.170465385
1547,Age 60+ Female,10,EO3H8,-0.002126,0.001993,0.286188588
1548,Age 60+ Male,10,EO3H8,-0.002513,0.002852,0.378269302
1549,All,11,EO3H8,-0.001574,0.000595,0.008157367
1550,Female,11,EO3H8,-0.001318,0.000621,0.033848324
1551,Male,11,EO3H8,-0.001509,0.000867,0.081940865
1552,Warm All,11,EO3H8,0.009554,0.001251,2.71E-14
1553,Warm Female,11,EO3H8,0.009566,0.001258,3.57E-14
1554,Warm Male,11,EO3H8,0.009889,0.001440,7.48E-12
1555,Cold All,11,EO3H8,-0.030088,0.002251,5.74E-40
1556,Cold Female,11,EO3H8,-0.029537,0.002291,2.46E-37
1557,Cold Male,11,EO3H8,-0.030653,0.002518,1.56E-33
1558,Age 0-10 All,11,EO3H8,-0.003035,0.001126,0.007082945
1559,Age 0-10 Female,11,EO3H8,-0.002784,0.001579,0.077889458
1560,Age 0-10 Male,11,EO3H8,-0.003244,0.001497,0.030301456
1561,Age 11-60 All,11,EO3H8,-0.000971,0.000682,0.154407778
1562,Age 11-60 Female,11,EO3H8,-0.001466,0.000846,0.083117127
1563,Age 11-60 Male,11,EO3H8,-0.000130,0.001059,0.902445488
1564,Age 60+All,11,EO3H8,-0.001966,0.001649,0.23316214
1565,Age 60+ Female,11,EO3H8,-0.000658,0.001991,0.741023109
1566,Age 60+ Male,11,EO3H8,-0.004643,0.002858,0.104411971
1567,All,12,EO3H8,-0.001191,0.000596,0.04561695
1568,Female,12,EO3H8,-0.000809,0.000622,0.19331594
1569,Male,12,EO3H8,-0.001729,0.000869,0.046758
1570,Warm All,12,EO3H8,0.009936,0.001256,3.25E-15
1571,Warm Female,12,EO3H8,0.010029,0.001269,3.50E-15
1572,Warm Male,12,EO3H8,0.009698,0.001441,1.94E-11
1573,Cold All,12,EO3H8,-0.029410,0.002194,3.52E-40
1574,Cold Female,12,EO3H8,-0.028614,0.002242,1.26E-36
1575,Cold Male,12,EO3H8,-0.030493,0.002439,3.04E-35
1576,Age 0-10 All,12,EO3H8,-0.003645,0.001125,0.001205379
1577,Age 0-10 Female,12,EO3H8,-0.003602,0.001578,0.022540608
1578,Age 0-10 Male,12,EO3H8,-0.003681,0.001496,0.013938661
1579,Age 11-60 All,12,EO3H8,-0.000372,0.000683,0.586319927
1580,Age 11-60 Female,12,EO3H8,-0.000058,0.000845,0.9448394
1581,Age 11-60 Male,12,EO3H8,-0.000903,0.001062,0.39538191
1582,Age 60+All,12,EO3H8,-0.000595,0.001647,0.717914659
1583,Age 60+ Female,12,EO3H8,-0.000933,0.001990,0.639302282
1584,Age 60+ Male,12,EO3H8,0.000094,0.002854,0.9737227
1585,All,13,EO3H8,-0.001632,0.000597,0.006277599
1586,Female,13,EO3H8,-0.001294,0.000623,0.037878559
1587,Male,13,EO3H8,-0.001790,0.000870,0.039632161
1588,Warm All,13,EO3H8,0.010255,0.001256,4.19E-16
1589,Warm Female,13,EO3H8,0.010229,0.001273,1.18E-15
1590,Warm Male,13,EO3H8,0.010232,0.001435,1.18E-12
1591,Cold All,13,EO3H8,-0.031804,0.002243,1.30E-44
1592,Cold Female,13,EO3H8,-0.030812,0.002311,9.11E-40
1593,Cold Male,13,EO3H8,-0.032007,0.002569,5.18E-35
1594,Age 0-10 All,13,EO3H8,-0.003480,0.001128,0.002052087
1595,Age 0-10 Female,13,EO3H8,-0.003062,0.001582,0.052960244
1596,Age 0-10 Male,13,EO3H8,-0.003828,0.001499,0.010701906
1597,Age 11-60 All,13,EO3H8,-0.001035,0.000683,0.129971636
1598,Age 11-60 Female,13,EO3H8,-0.001205,0.000846,0.154396548
1599,Age 11-60 Male,13,EO3H8,-0.000745,0.001062,0.482725273
1600,Age 60+All,13,EO3H8,-0.001034,0.001654,0.532033943
1601,Age 60+ Female,13,EO3H8,-0.000923,0.001999,0.644189172
1602,Age 60+ Male,13,EO3H8,-0.001245,0.002862,0.663544538
1603,All,14,EO3H8,-0.001672,0.000598,0.005150279
1604,Female,14,EO3H8,-0.001230,0.000624,0.048891313
1605,Male,14,EO3H8,-0.001857,0.000870,0.03277209
1606,Warm All,14,EO3H8,0.010069,0.001247,8.74E-16
1607,Warm Female,14,EO3H8,0.010184,0.001261,8.66E-16
1608,Warm Male,14,EO3H8,0.009927,0.001438,5.85E-12
1609,Cold All,14,EO3H8,-0.031095,0.002236,4.80E-43
1610,Cold Female,14,EO3H8,-0.030129,0.002278,3.57E-39
1611,Cold Male,14,EO3H8,-0.031140,0.002563,2.05E-33
1612,Age 0-10 All,14,EO3H8,-0.003507,0.001127,0.00187989
1613,Age 0-10 Female,14,EO3H8,-0.002234,0.001580,0.15751043
1614,Age 0-10 Male,14,EO3H8,-0.004561,0.001498,0.002347691
1615,Age 11-60 All,14,EO3H8,-0.000766,0.000685,0.26377255
1616,Age 11-60 Female,14,EO3H8,-0.001195,0.000848,0.158989638
1617,Age 11-60 Male,14,EO3H8,-0.000038,0.001062,0.9716737
1618,Age 60+All,14,EO3H8,-0.003139,0.001657,0.058282615
1619,Age 60+ Female,14,EO3H8,-0.002519,0.002002,0.208307961
1620,Age 60+ Male,14,EO3H8,-0.004393,0.002873,0.126309781
1621,All,0,EPM25,-0.003438,0.001109,0.001952746
1622,Female,0,EPM25,-0.003225,0.001157,0.005343529
1623,Male,0,EPM25,-0.004105,0.001622,0.011407389
1624,Warm All,0,EPM25,-0.026138,0.002771,6.35E-21
1625,Warm Female,0,EPM25,-0.025370,0.002775,9.35E-20
1626,Warm Male,0,EPM25,-0.026565,0.003279,7.00E-16
1627,Cold All,0,EPM25,0.022346,0.003324,2.03E-11
1628,Cold Female,0,EPM25,0.022527,0.003481,1.08E-10
1629,Cold Male,0,EPM25,0.020907,0.004035,2.31E-07
1630,Age 0-10 All,0,EPM25,-0.007023,0.002112,0.000891228
1631,Age 0-10 Female,0,EPM25,-0.009701,0.002990,0.00118584
1632,Age 0-10 Male,0,EPM25,-0.004825,0.002781,0.082805041
1633,Age 11-60 All,0,EPM25,-0.002211,0.001266,0.080698095
1634,Age 11-60 Female,0,EPM25,-0.001299,0.001561,0.405367089
1635,Age 11-60 Male,0,EPM25,-0.003778,0.001986,0.057158492
1636,Age 60+All,0,EPM25,-0.002736,0.003087,0.375486531
1637,Age 60+ Female,0,EPM25,-0.002344,0.003727,0.529480966
1638,Age 60+ Male,0,EPM25,-0.003549,0.005360,0.507889726
1639,All,1,EPM25,-0.002687,0.001103,0.014931798
1640,Female,1,EPM25,-0.002545,0.001152,0.027288937
1641,Male,1,EPM25,-0.002058,0.001601,0.198715138
1642,Warm All,1,EPM25,-0.025731,0.002820,1.08E-19
1643,Warm Female,1,EPM25,-0.025387,0.002842,5.97E-19
1644,Warm Male,1,EPM25,-0.024029,0.003297,3.75E-13
1645,Cold All,1,EPM25,0.023315,0.002666,3.11E-18
1646,Cold Female,1,EPM25,0.023686,0.002690,1.88E-18
1647,Cold Male,1,EPM25,0.022466,0.003124,7.49E-13
1648,Age 0-10 All,1,EPM25,-0.003972,0.002079,0.056211727
1649,Age 0-10 Female,1,EPM25,-0.004409,0.002922,0.131393654
1650,Age 0-10 Male,1,EPM25,-0.003602,0.002752,0.190720979
1651,Age 11-60 All,1,EPM25,-0.002001,0.001263,0.113392578
1652,Age 11-60 Female,1,EPM25,-0.002050,0.001567,0.190725118
1653,Age 11-60 Male,1,EPM25,-0.001912,0.001964,0.33033248
1654,Age 60+All,1,EPM25,-0.004058,0.003100,0.190627318
1655,Age 60+ Female,1,EPM25,-0.007805,0.003845,0.042455611
1656,Age 60+ Male,1,EPM25,0.002962,0.005106,0.561887729
1657,All,2,EPM25,-0.002284,0.001099,0.037754712
1658,Female,2,EPM25,-0.001996,0.001147,0.081918643
1659,Male,2,EPM25,-0.003489,0.001611,0.030346058
1660,Warm All,2,EPM25,-0.023280,0.002778,7.08E-17
1661,Warm Female,2,EPM25,-0.023078,0.002800,2.24E-16
1662,Warm Male,2,EPM25,-0.023636,0.003271,5.86E-13
1663,Cold All,2,EPM25,0.021357,0.002703,3.47E-15
1664,Cold Female,2,EPM25,0.022079,0.002726,7.15E-16
1665,Cold Male,2,EPM25,0.019162,0.003312,7.78E-09
1666,Age 0-10 All,2,EPM25,-0.002527,0.002059,0.219820704
1667,Age 0-10 Female,2,EPM25,-0.000627,0.002853,0.826173949
1668,Age 0-10 Male,2,EPM25,-0.004152,0.002760,0.132575894
1669,Age 11-60 All,2,EPM25,-0.001395,0.001259,0.26773812
1670,Age 11-60 Female,2,EPM25,-0.000452,0.001554,0.771233229
1671,Age 11-60 Male,2,EPM25,-0.003012,0.001973,0.126833141
1672,Age 60+All,2,EPM25,-0.007705,0.003158,0.014739113
1673,Age 60+ Female,2,EPM25,-0.009419,0.003858,0.01468243
1674,Age 60+ Male,2,EPM25,-0.004306,0.005348,0.420727165
1675,All,3,EPM25,-0.001561,0.001093,0.153556266
1676,Female,3,EPM25,-0.002066,0.001146,0.071461109
1677,Male,3,EPM25,-0.000951,0.001584,0.548320218
1678,Warm All,3,EPM25,-0.022344,0.002728,3.37E-16
1679,Warm Female,3,EPM25,-0.022934,0.002757,1.18E-16
1680,Warm Male,3,EPM25,-0.021550,0.003142,8.00E-12
1681,Cold All,3,EPM25,0.021507,0.002712,2.79E-15
1682,Cold Female,3,EPM25,0.021470,0.002762,9.48E-15
1683,Cold Male,3,EPM25,0.021589,0.003054,1.81E-12
1684,Age 0-10 All,3,EPM25,-0.002051,0.002053,0.317761865
1685,Age 0-10 Female,3,EPM25,-0.006601,0.002939,0.024781357
1686,Age 0-10 Male,3,EPM25,0.001599,0.002673,0.549596932
1687,Age 11-60 All,3,EPM25,-0.000200,0.001248,0.872711607
1688,Age 11-60 Female,3,EPM25,0.000260,0.001547,0.866555942
1689,Age 11-60 Male,3,EPM25,-0.000976,0.001942,0.615384625
1690,Age 60+All,3,EPM25,-0.009746,0.003197,0.002313115
1691,Age 60+ Female,3,EPM25,-0.008581,0.003848,0.025824366
1692,Age 60+ Male,3,EPM25,-0.012147,0.005589,0.029825904
1693,All,4,EPM25,-0.001853,0.001093,0.089911124
1694,Female,4,EPM25,-0.002056,0.001143,0.072210168
1695,Male,4,EPM25,-0.001786,0.001589,0.261168028
1696,Warm All,4,EPM25,-0.022883,0.002743,9.70E-17
1697,Warm Female,4,EPM25,-0.022728,0.002788,4.66E-16
1698,Warm Male,4,EPM25,-0.024853,0.003136,2.90E-15
1699,Cold All,4,EPM25,0.021259,0.002613,5.37E-16
1700,Cold Female,4,EPM25,0.021144,0.002674,3.35E-15
1701,Cold Male,4,EPM25,0.022727,0.002929,1.07E-14
1702,Age 0-10 All,4,EPM25,-0.001759,0.002043,0.389318547
1703,Age 0-10 Female,4,EPM25,-0.003184,0.002883,0.269502185
1704,Age 0-10 Male,4,EPM25,-0.000582,0.002694,0.829066768
1705,Age 11-60 All,4,EPM25,-0.001220,0.001254,0.330650497
1706,Age 11-60 Female,4,EPM25,-0.000804,0.001554,0.605076718
1707,Age 11-60 Male,4,EPM25,-0.001922,0.001952,0.324885154
1708,Age 60+All,4,EPM25,-0.006372,0.003131,0.041907856
1709,Age 60+ Female,4,EPM25,-0.006593,0.003794,0.082326754
1710,Age 60+ Male,4,EPM25,-0.005913,0.005385,0.272194916
1711,All,5,EPM25,-0.001370,0.001089,0.20857299
1712,Female,5,EPM25,-0.001688,0.001143,0.139712449
1713,Male,5,EPM25,-0.001170,0.001582,0.459705246
1714,Warm All,5,EPM25,-0.021140,0.002744,1.63E-14
1715,Warm Female,5,EPM25,-0.021336,0.002782,2.12E-14
1716,Warm Male,5,EPM25,-0.021913,0.003167,5.22E-12
1717,Cold All,5,EPM25,0.020527,0.002687,2.71E-14
1718,Cold Female,5,EPM25,0.020462,0.002708,5.04E-14
1719,Cold Male,5,EPM25,0.021237,0.003139,1.52E-11
1720,Age 0-10 All,5,EPM25,0.001145,0.002010,0.568964507
1721,Age 0-10 Female,5,EPM25,0.001795,0.002816,0.524030207
1722,Age 0-10 Male,5,EPM25,0.000608,0.002665,0.819569686
1723,Age 11-60 All,5,EPM25,-0.001798,0.001257,0.152730177
1724,Age 11-60 Female,5,EPM25,-0.001995,0.001560,0.201246817
1725,Age 11-60 Male,5,EPM25,-0.001466,0.001952,0.452706243
1726,Age 60+All,5,EPM25,-0.005075,0.003123,0.104221727
1727,Age 60+ Female,5,EPM25,-0.004301,0.003767,0.253666518
1728,Age 60+ Male,5,EPM25,-0.006616,0.005413,0.221715306
1729,All,6,EPM25,-0.001442,0.001096,0.188212547
1730,Female,6,EPM25,-0.001894,0.001150,0.099643022
1731,Male,6,EPM25,-0.000611,0.001582,0.699324013
1732,Warm All,6,EPM25,-0.021987,0.002882,2.91E-14
1733,Warm Female,6,EPM25,-0.021557,0.002889,1.04E-13
1734,Warm Male,6,EPM25,-0.023192,0.003330,3.79E-12
1735,Cold All,6,EPM25,0.021085,0.002601,6.70E-16
1736,Cold Female,6,EPM25,0.020163,0.002657,3.95E-14
1737,Cold Male,6,EPM25,0.023332,0.002930,2.13E-15
1738,Age 0-10 All,6,EPM25,-0.000043,0.002030,0.982954
1739,Age 0-10 Female,6,EPM25,-0.001767,0.002891,0.541219797
1740,Age 0-10 Male,6,EPM25,0.001339,0.002655,0.614019753
1741,Age 11-60 All,6,EPM25,-0.001660,0.001264,0.18900063
1742,Age 11-60 Female,6,EPM25,-0.001536,0.001566,0.326750232
1743,Age 11-60 Male,6,EPM25,-0.001872,0.001963,0.340287623
1744,Age 60+All,6,EPM25,-0.003574,0.003099,0.248805506
1745,Age 60+ Female,6,EPM25,-0.005556,0.003795,0.143222407
1746,Age 60+ Male,6,EPM25,0.000356,0.005221,0.945711278
1747,All,7,EPM25,-0.003564,0.001109,0.0013201
1748,Female,7,EPM25,-0.004100,0.001164,0.000433135
1749,Male,7,EPM25,0.000052,0.001574,0.9735137
1750,Warm All,7,EPM25,-0.026432,0.002982,1.10E-18
1751,Warm Female,7,EPM25,-0.026406,0.003001,1.97E-18
1752,Warm Male,7,EPM25,-0.023300,0.003351,4.09E-12
1753,Cold All,7,EPM25,0.020867,0.002616,1.90E-15
1754,Cold Female,7,EPM25,0.020170,0.002683,6.78E-14
1755,Cold Male,7,EPM25,0.024551,0.002908,4.22E-17
1756,Age 0-10 All,7,EPM25,-0.004163,0.002075,0.044932845
1757,Age 0-10 Female,7,EPM25,-0.009145,0.002996,0.00228696
1758,Age 0-10 Male,7,EPM25,-0.000270,0.002687,0.92007115
1759,Age 11-60 All,7,EPM25,-0.003408,0.001278,0.007668473
1760,Age 11-60 Female,7,EPM25,-0.005154,0.001602,0.001303643
1761,Age 11-60 Male,7,EPM25,-0.000545,0.001945,0.779234188
1762,Age 60+All,7,EPM25,-0.003083,0.003083,0.317419344
1763,Age 60+ Female,7,EPM25,-0.007730,0.003838,0.044040161
1764,Age 60+ Male,7,EPM25,0.005542,0.005040,0.271578421
1765,All,8,EPM25,-0.004152,0.001114,0.00019583
1766,Female,8,EPM25,-0.004510,0.001168,0.000114599
1767,Male,8,EPM25,-0.002346,0.001598,0.142083209
1768,Warm All,8,EPM25,-0.027873,0.002988,1.70E-20
1769,Warm Female,8,EPM25,-0.027934,0.003024,3.84E-20
1770,Warm Male,8,EPM25,-0.026926,0.003364,1.55E-15
1771,Cold All,8,EPM25,0.020928,0.002606,1.24E-15
1772,Cold Female,8,EPM25,0.020647,0.002653,8.85E-15
1773,Cold Male,8,EPM25,0.022980,0.003000,2.29E-14
1774,Age 0-10 All,8,EPM25,-0.004817,0.002084,0.020859729
1775,Age 0-10 Female,8,EPM25,-0.008458,0.002984,0.004606249
1776,Age 0-10 Male,8,EPM25,-0.001918,0.002719,0.480678765
1777,Age 11-60 All,8,EPM25,-0.004320,0.001286,0.000786255
1778,Age 11-60 Female,8,EPM25,-0.005069,0.001603,0.001580009
1779,Age 11-60 Male,8,EPM25,-0.003082,0.001972,0.118183079
1780,Age 60+All,8,EPM25,-0.001469,0.003043,0.629373562
1781,Age 60+ Female,8,EPM25,-0.002801,0.003716,0.450968765
1782,Age 60+ Male,8,EPM25,0.001147,0.005163,0.824186462
1783,All,9,EPM25,-0.003953,0.001114,0.00038896
1784,Female,9,EPM25,-0.003984,0.001165,0.000635537
1785,Male,9,EPM25,-0.002823,0.001606,0.078952975
1786,Warm All,9,EPM25,-0.026287,0.002974,1.38E-18
1787,Warm Female,9,EPM25,-0.026068,0.002994,4.39E-18
1788,Warm Male,9,EPM25,-0.026174,0.003353,7.35E-15
1789,Cold All,9,EPM25,0.019811,0.002647,8.65E-14
1790,Cold Female,9,EPM25,0.019836,0.002677,1.53E-13
1791,Cold Male,9,EPM25,0.021611,0.003073,2.37E-12
1792,Age 0-10 All,9,EPM25,-0.006336,0.002100,0.002565464
1793,Age 0-10 Female,9,EPM25,-0.009556,0.002999,0.001450088
1794,Age 0-10 Male,9,EPM25,-0.003752,0.002744,0.171516833
1795,Age 11-60 All,9,EPM25,-0.003755,0.001281,0.003388525
1796,Age 11-60 Female,9,EPM25,-0.004177,0.001592,0.008727133
1797,Age 11-60 Male,9,EPM25,-0.003047,0.001979,0.123753484
1798,Age 60+All,9,EPM25,0.000540,0.003031,0.85864103
1799,Age 60+ Female,9,EPM25,-0.000456,0.003695,0.901805541
1800,Age 60+ Male,9,EPM25,0.002519,0.005154,0.625097687
1801,All,10,EPM25,-0.002559,0.001102,0.020289214
1802,Female,10,EPM25,-0.002528,0.001153,0.028371845
1803,Male,10,EPM25,-0.001887,0.001594,0.236437159
1804,Warm All,10,EPM25,-0.024145,0.002947,3.37E-16
1805,Warm Female,10,EPM25,-0.023463,0.002967,3.30E-15
1806,Warm Male,10,EPM25,-0.025078,0.003353,9.02E-14
1807,Cold All,10,EPM25,0.020326,0.002664,2.89E-14
1808,Cold Female,10,EPM25,0.020100,0.002725,1.95E-13
1809,Cold Male,10,EPM25,0.022017,0.002930,6.90E-14
1810,Age 0-10 All,10,EPM25,-0.004097,0.002076,0.048486686
1811,Age 0-10 Female,10,EPM25,-0.005759,0.002943,0.050438192
1812,Age 0-10 Male,10,EPM25,-0.002748,0.002724,0.313166123
1813,Age 11-60 All,10,EPM25,-0.002082,0.001265,0.099975576
1814,Age 11-60 Female,10,EPM25,-0.002078,0.001571,0.185804901
1815,Age 11-60 Male,10,EPM25,-0.002091,0.001961,0.286438484
1816,Age 60+All,10,EPM25,-0.001863,0.003061,0.542794999
1817,Age 60+ Female,10,EPM25,-0.004379,0.003764,0.244804156
1818,Age 60+ Male,10,EPM25,0.003020,0.005129,0.556049159
1819,All,11,EPM25,-0.001810,0.001096,0.098898545
1820,Female,11,EPM25,-0.001225,0.001143,0.284132399
1821,Male,11,EPM25,-0.002180,0.001597,0.172298741
1822,Warm All,11,EPM25,-0.021619,0.002964,3.55E-13
1823,Warm Female,11,EPM25,-0.020879,0.002974,2.57E-12
1824,Warm Male,11,EPM25,-0.024310,0.003441,1.88E-12
1825,Cold All,11,EPM25,0.019448,0.002754,1.91E-12
1826,Cold Female,11,EPM25,0.020239,0.002790,4.78E-13
1827,Cold Male,11,EPM25,0.020612,0.003105,3.55E-11
1828,Age 0-10 All,11,EPM25,-0.005876,0.002096,0.005078007
1829,Age 0-10 Female,11,EPM25,-0.006204,0.002956,0.035892751
1830,Age 0-10 Male,11,EPM25,-0.005606,0.002772,0.043145957
1831,Age 11-60 All,11,EPM25,-0.000402,0.001252,0.747920291
1832,Age 11-60 Female,11,EPM25,0.000021,0.001549,0.9892377
1833,Age 11-60 Male,11,EPM25,-0.001125,0.001951,0.564321703
1834,Age 60+All,11,EPM25,-0.001188,0.003034,0.695481032
1835,Age 60+ Female,11,EPM25,-0.003677,0.003717,0.322609115
1836,Age 60+ Male,11,EPM25,0.003705,0.005106,0.468063313
1837,All,12,EPM25,-0.000906,0.001092,0.406793412
1838,Female,12,EPM25,-0.000711,0.001141,0.533213058
1839,Male,12,EPM25,-0.001216,0.001592,0.445129854
1840,Warm All,12,EPM25,-0.020978,0.002963,1.68E-12
1841,Warm Female,12,EPM25,-0.020675,0.002993,5.69E-12
1842,Warm Male,12,EPM25,-0.022241,0.003404,7.19E-11
1843,Cold All,12,EPM25,0.020685,0.002675,1.29E-14
1844,Cold Female,12,EPM25,0.021103,0.002736,1.52E-14
1845,Cold Male,12,EPM25,0.020808,0.003003,4.88E-12
1846,Age 0-10 All,12,EPM25,-0.002831,0.002066,0.170606389
1847,Age 0-10 Female,12,EPM25,-0.003645,0.002915,0.211191476
1848,Age 0-10 Male,12,EPM25,-0.002160,0.002729,0.428668103
1849,Age 11-60 All,12,EPM25,-0.000206,0.001252,0.869433196
1850,Age 11-60 Female,12,EPM25,-0.000028,0.001549,0.9854868
1851,Age 11-60 Male,12,EPM25,-0.000510,0.001950,0.793687564
1852,Age 60+All,12,EPM25,-0.000807,0.003015,0.788967038
1853,Age 60+ Female,12,EPM25,0.000039,0.003641,0.9914955
1854,Age 60+ Male,12,EPM25,-0.002509,0.005224,0.631119807
1855,All,13,EPM25,-0.000504,0.001094,0.644724387
1856,Female,13,EPM25,-0.000324,0.001143,0.77667453
